id,geocodigo,codigo_comuna,p01,cuenta,prop,cuenta_emp,expansor,expansor2,theta,lambda
827163,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
827560,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
827570,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
827654,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
828228,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
828387,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
828389,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
828419,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
828441,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
828442,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
828491,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
828492,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
828493,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
832619,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
829573,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
829754,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
830379,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
830401,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
830423,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
832445,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
832597,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
832599,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
832629,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
832651,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
832652,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
832760,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
833492,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
833528,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
833530,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
834167,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
834275,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
834776,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
835455,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
835808,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
836509,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
837076,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
837325,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
839075,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
837819,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
837991,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
838874,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
838646,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
839045,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
839023,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
839025,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
839054,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
839074,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
839228,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
839289,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
839290,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
839291,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
839309,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
839403,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
839588,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
839947,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
271001,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
1246018,13132021006,13132,2,91,0.0595549738219895,91,1,1,52.4569420035149,1.72101127658875
574017,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
809946,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
575712,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
588834,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
605985,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
838711,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
658104,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
686276,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
587902,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
826388,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
827542,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
